hour_of_day,day_of_week,day_name,active_orders,active_items,order_size,is_peak_hour,is_weekend,wait_time_mins
13,1,Tue,21,49,7,1,0,60.0
13,2,Wed,14,37,4,1,0,60.0
19,0,Mon,0,23,2,1,0,18.7
20,5,Sat,11,50,5,1,1,60.0
20,2,Wed,2,9,1,1,0,20.8
14,2,Wed,10,55,3,1,0,60.0
13,6,Sun,1,7,6,1,1,19.2
20,2,Wed,15,20,5,1,0,60.0
19,2,Wed,8,55,2,1,0,52.5
17,1,Tue,14,5,4,0,0,36.2
15,5,Sat,11,20,1,0,1,40.8
15,5,Sat,0,56,3,0,1,29.4
17,5,Sat,12,38,6,0,1,54.0
16,3,Thu,13,23,6,0,0,48.5
19,4,Fri,24,32,5,1,0,60.0
20,5,Sat,24,58,5,1,1,60.0
21,2,Wed,7,17,1,1,0,34.9
19,2,Wed,7,55,4,1,0,52.9
22,5,Sat,11,27,2,0,1,40.6
17,6,Sun,0,56,7,0,1,36.2
11,5,Sat,10,51,4,0,1,49.0
18,2,Wed,7,31,4,0,0,30.0
10,3,Thu,9,11,4,0,0,28.5
17,0,Mon,18,47,7,0,0,60.0
21,0,Mon,10,41,1,1,0,56.2
20,5,Sat,6,26,7,1,1,52.1
21,1,Tue,10,9,1,1,0,39.0
21,5,Sat,16,45,7,1,1,60.0
13,6,Sun,0,56,2,1,1,44.2
13,5,Sat,20,51,4,1,1,60.0
14,0,Mon,20,41,1,1,0,60.0
17,2,Wed,7,31,7,0,0,35.1
14,5,Sat,22,41,2,1,1,60.0
17,2,Wed,23,25,7,0,0,60.0
19,2,Wed,5,24,6,1,0,36.1
10,1,Tue,21,10,2,0,0,45.7
21,2,Wed,17,22,4,1,0,60.0
19,0,Mon,5,33,3,1,0,38.5
18,3,Thu,4,56,4,0,0,33.2
15,3,Thu,12,51,3,0,0,46.4
12,4,Fri,18,39,2,1,0,60.0
22,6,Sun,21,22,6,0,1,60.0
17,5,Sat,7,28,6,0,1,45.7
18,6,Sun,8,30,1,0,1,37.3
15,0,Mon,16,6,6,0,0,43.1
20,2,Wed,2,39,5,1,0,35.4
16,3,Thu,18,32,2,0,0,51.3
10,6,Sun,10,20,1,0,1,34.3
14,0,Mon,23,1,6,1,0,60.0
14,3,Thu,16,17,2,1,0,60.0
19,2,Wed,20,46,4,1,0,60.0
13,6,Sun,18,32,6,1,1,60.0
15,3,Thu,1,36,7,0,0,26.0
16,5,Sat,7,33,3,0,1,39.4
18,5,Sat,18,19,2,0,1,56.1
10,4,Fri,6,34,1,0,0,29.1
15,4,Fri,16,50,4,0,0,51.1
16,3,Thu,5,49,5,0,0,36.6
12,0,Mon,18,53,4,1,0,60.0
17,5,Sat,23,17,6,0,1,60.0
14,0,Mon,5,45,3,1,0,46.9
18,0,Mon,1,23,4,0,0,19.9
14,3,Thu,5,7,5,1,0,31.9
18,0,Mon,22,29,7,0,0,57.7
19,5,Sat,4,43,1,1,1,44.0
13,2,Wed,18,52,2,1,0,60.0
18,4,Fri,19,9,3,0,0,46.9
14,2,Wed,3,22,5,1,0,35.0
19,0,Mon,21,51,6,1,0,60.0
18,2,Wed,16,48,6,0,0,54.1
12,5,Sat,10,10,6,1,1,60.0
13,5,Sat,3,1,3,1,1,22.0
18,0,Mon,12,57,4,0,0,46.1
19,3,Thu,19,25,3,1,0,60.0
20,2,Wed,16,35,6,1,0,60.0
15,3,Thu,8,32,7,0,0,35.7
11,3,Thu,3,46,5,0,0,31.9
16,1,Tue,22,12,2,0,0,46.2
11,0,Mon,13,39,2,0,0,40.7
20,4,Fri,18,24,3,1,0,60.0
11,5,Sat,2,3,6,0,1,20.5
20,5,Sat,13,41,1,1,1,60.0
10,0,Mon,7,18,7,0,0,34.5
20,6,Sun,23,17,3,1,1,60.0
20,6,Sun,0,36,6,1,1,32.2
21,6,Sun,9,29,4,1,1,58.4
20,4,Fri,17,18,2,1,0,58.9
12,5,Sat,15,57,2,1,1,60.0
15,0,Mon,7,22,7,0,0,32.6
17,5,Sat,0,58,2,0,1,30.3
18,3,Thu,11,53,1,0,0,40.2
16,2,Wed,7,15,6,0,0,28.1
13,2,Wed,23,0,6,1,0,60.0
15,5,Sat,15,11,7,0,1,51.5
14,1,Tue,17,23,6,1,0,60.0
17,4,Fri,3,33,7,0,0,26.5
10,6,Sun,5,52,6,0,1,42.6
10,4,Fri,11,56,1,0,0,42.0
22,4,Fri,8,7,5,0,0,27.5
20,3,Thu,14,17,3,1,0,55.2
15,4,Fri,15,56,3,0,0,56.5
19,2,Wed,23,47,6,1,0,60.0
21,3,Thu,11,4,4,1,0,44.8
11,0,Mon,23,25,2,0,0,55.8
14,4,Fri,22,29,1,1,0,60.0
10,4,Fri,13,53,4,0,0,48.0
16,0,Mon,12,12,4,0,0,33.6
10,4,Fri,24,18,6,0,0,60.0
13,0,Mon,1,28,1,1,0,18.3
18,3,Thu,2,2,3,0,0,14.0
10,2,Wed,23,25,2,0,0,56.1
13,0,Mon,21,39,3,1,0,60.0
15,1,Tue,9,58,4,0,0,42.0
15,0,Mon,8,57,2,0,0,37.1
21,4,Fri,19,57,5,1,0,60.0
22,6,Sun,7,11,4,0,1,29.8
17,6,Sun,9,1,3,0,1,32.1
10,3,Thu,18,10,3,0,0,45.6
16,5,Sat,2,43,6,0,1,39.0
10,3,Thu,23,27,3,0,0,57.1
22,5,Sat,4,17,1,0,1,14.2
16,6,Sun,2,12,4,0,1,19.4
12,6,Sun,15,36,7,1,1,60.0
20,0,Mon,16,21,7,1,0,60.0
17,2,Wed,14,11,2,0,0,36.5
12,1,Tue,2,1,3,1,0,16.1
22,3,Thu,11,36,6,0,0,46.2
10,4,Fri,8,6,6,0,0,26.3
22,5,Sat,20,25,3,0,1,60.0
22,4,Fri,11,25,1,0,0,31.3
17,2,Wed,14,23,6,0,0,44.3
12,5,Sat,1,11,7,1,1,36.4
11,3,Thu,22,15,2,0,0,51.2
10,0,Mon,17,22,4,0,0,46.7
12,4,Fri,19,39,5,1,0,60.0
11,2,Wed,11,59,1,0,0,43.1
11,3,Thu,22,8,6,0,0,56.5
15,6,Sun,3,31,4,0,1,28.8
21,6,Sun,22,14,5,1,1,60.0
10,3,Thu,15,36,3,0,0,48.6
11,3,Thu,22,12,3,0,0,51.2
15,3,Thu,15,4,2,0,0,38.2
12,5,Sat,0,10,5,1,1,19.2
13,3,Thu,21,9,3,1,0,60.0
10,4,Fri,24,51,3,0,0,60.0
17,2,Wed,1,12,7,0,0,20.8
22,5,Sat,2,40,6,0,1,28.9
16,3,Thu,20,52,2,0,0,57.7
16,1,Tue,24,45,4,0,0,60.0
12,1,Tue,19,49,3,1,0,60.0
19,2,Wed,16,14,7,1,0,60.0
19,6,Sun,19,41,1,1,1,60.0
12,0,Mon,21,55,1,1,0,60.0
11,0,Mon,20,6,4,0,0,45.9
21,6,Sun,0,39,5,1,1,33.9
10,5,Sat,19,27,2,0,1,60.0
16,5,Sat,5,31,7,0,1,36.5
16,5,Sat,14,34,6,0,1,58.8
21,0,Mon,13,14,7,1,0,57.5
11,1,Tue,19,47,1,0,0,54.5
16,0,Mon,14,35,1,0,0,40.7
22,4,Fri,13,20,4,0,0,40.7
17,3,Thu,24,5,5,0,0,56.0
10,5,Sat,20,0,5,0,1,56.6
18,1,Tue,23,3,4,0,0,50.9
16,2,Wed,24,10,7,0,0,58.7
12,2,Wed,4,43,1,1,0,38.5
17,3,Thu,5,25,7,0,0,30.4
16,1,Tue,16,36,7,0,0,53.2
20,0,Mon,10,22,2,1,0,42.7
22,0,Mon,15,28,1,0,0,45.5
17,4,Fri,11,20,5,0,0,35.8
15,4,Fri,14,47,6,0,0,51.4
18,0,Mon,22,44,7,0,0,60.0
14,2,Wed,3,44,1,1,0,40.2
12,5,Sat,17,48,7,1,1,60.0
12,2,Wed,20,26,2,1,0,60.0
10,4,Fri,2,38,3,0,0,23.8
21,3,Thu,21,39,1,1,0,60.0
17,0,Mon,7,12,4,0,0,26.2
11,4,Fri,22,22,3,0,0,59.5
12,4,Fri,2,58,7,1,0,49.0
17,5,Sat,7,15,4,0,1,32.9
17,0,Mon,17,29,4,0,0,47.7
20,5,Sat,9,3,4,1,1,50.9
13,0,Mon,24,39,1,1,0,60.0
13,5,Sat,19,15,5,1,1,60.0
14,2,Wed,16,30,7,1,0,60.0
15,3,Thu,7,52,3,0,0,36.3
14,3,Thu,22,41,2,1,0,60.0
16,0,Mon,10,24,5,0,0,34.5
11,1,Tue,4,43,7,0,0,31.2
16,6,Sun,12,11,1,0,1,33.8
19,4,Fri,20,25,4,1,0,60.0
16,4,Fri,22,36,2,0,0,55.0
10,0,Mon,4,47,7,0,0,33.7
16,5,Sat,23,32,3,0,1,60.0
14,1,Tue,12,27,7,1,0,60.0
12,2,Wed,5,8,5,1,0,29.7
22,5,Sat,4,11,6,0,1,29.9
12,5,Sat,8,4,5,1,1,47.8
13,0,Mon,15,53,7,1,0,60.0
22,0,Mon,1,51,2,0,0,26.7
21,4,Fri,0,53,7,1,0,40.2
11,0,Mon,7,27,7,0,0,33.1
11,0,Mon,18,55,1,0,0,54.5
10,0,Mon,10,34,3,0,0,36.8
14,4,Fri,11,4,2,1,0,38.6
13,2,Wed,11,33,7,1,0,58.0
20,2,Wed,6,45,4,1,0,45.6
19,6,Sun,12,33,3,1,1,60.0
11,6,Sun,7,12,5,0,1,32.3
12,0,Mon,21,38,2,1,0,60.0
16,6,Sun,8,41,5,0,1,45.4
16,4,Fri,6,44,7,0,0,37.6
21,2,Wed,20,47,5,1,0,60.0
13,5,Sat,23,57,5,1,1,60.0
14,2,Wed,14,13,1,1,0,53.5
14,2,Wed,1,10,5,1,0,25.9
15,4,Fri,22,41,4,0,0,60.0
18,6,Sun,19,37,4,0,1,60.0
11,5,Sat,24,3,3,0,1,60.0
14,4,Fri,11,52,7,1,0,60.0
21,0,Mon,0,32,6,1,0,36.8
12,3,Thu,22,6,5,1,0,60.0
13,2,Wed,21,55,5,1,0,60.0
19,3,Thu,7,40,2,1,0,48.3
15,4,Fri,4,7,1,0,0,17.5
21,4,Fri,14,36,6,1,0,60.0
17,4,Fri,0,50,3,0,0,23.8
10,3,Thu,0,9,6,0,0,14.0
19,4,Fri,24,42,5,1,0,60.0
17,0,Mon,9,56,2,0,0,41.0
20,4,Fri,21,14,7,1,0,60.0
16,1,Tue,9,37,1,0,0,36.8
10,6,Sun,20,14,7,0,1,60.0
11,3,Thu,14,4,3,0,0,35.5
12,1,Tue,16,28,6,1,0,60.0
10,4,Fri,21,18,3,0,0,50.8
18,0,Mon,5,53,5,0,0,38.0
17,2,Wed,2,50,3,0,0,30.4
11,5,Sat,12,9,7,0,1,43.6
22,6,Sun,15,11,2,0,1,45.8
18,5,Sat,7,53,3,0,1,43.9
16,4,Fri,14,3,4,0,0,37.6
18,6,Sun,16,30,2,0,1,53.3
15,6,Sun,16,17,6,0,1,50.7
15,0,Mon,21,15,1,0,0,50.5
20,6,Sun,12,39,1,1,1,60.0
13,3,Thu,16,35,5,1,0,60.0
19,1,Tue,5,24,5,1,0,39.3
19,1,Tue,16,22,4,1,0,60.0
22,1,Tue,15,11,6,0,0,43.4
22,3,Thu,13,33,7,0,0,43.4
11,5,Sat,12,35,1,0,1,47.3
16,0,Mon,5,36,1,0,0,22.2
14,6,Sun,2,2,1,1,1,20.1
20,3,Thu,13,8,7,1,0,58.0
15,1,Tue,13,52,1,0,0,42.5
11,4,Fri,14,17,3,0,0,39.6
14,2,Wed,7,42,6,1,0,55.3
19,6,Sun,14,34,2,1,1,60.0
13,3,Thu,21,56,2,1,0,60.0
18,3,Thu,12,54,4,0,0,42.0
15,0,Mon,16,33,3,0,0,49.5
11,0,Mon,20,40,1,0,0,54.3
10,3,Thu,23,13,1,0,0,51.0
14,1,Tue,2,3,5,1,0,24.5
18,2,Wed,5,28,5,0,0,31.9
15,6,Sun,4,40,4,0,1,36.0
19,0,Mon,21,44,1,1,0,60.0
21,6,Sun,16,49,4,1,1,60.0
16,1,Tue,22,14,3,0,0,53.7
14,6,Sun,24,27,2,1,1,60.0
19,4,Fri,1,41,1,1,0,26.2
15,0,Mon,14,15,6,0,0,38.0
14,1,Tue,4,11,7,1,0,35.2
20,1,Tue,19,51,3,1,0,60.0
18,2,Wed,5,4,1,0,0,19.1
15,2,Wed,5,33,7,0,0,34.7
20,4,Fri,17,41,6,1,0,60.0
17,1,Tue,17,0,5,0,0,44.2
11,5,Sat,3,38,4,0,1,35.3
21,1,Tue,16,31,5,1,0,60.0
22,2,Wed,24,25,2,0,0,58.2
18,5,Sat,13,16,5,0,1,44.8
14,0,Mon,13,47,1,1,0,60.0
16,0,Mon,12,58,6,0,0,48.2
19,6,Sun,6,26,5,1,1,51.5
22,3,Thu,11,23,1,0,0,31.7
10,2,Wed,22,34,2,0,0,55.0
19,3,Thu,14,45,7,1,0,60.0
14,5,Sat,18,41,6,1,1,60.0
21,2,Wed,10,53,5,1,0,59.3
19,4,Fri,14,38,4,1,0,60.0
11,1,Tue,11,25,4,0,0,40.6
21,4,Fri,2,48,6,1,0,42.8
15,5,Sat,16,37,4,0,1,60.0
20,2,Wed,2,22,5,1,0,26.9
10,5,Sat,18,21,5,0,1,56.6
12,1,Tue,19,3,6,1,0,60.0
14,0,Mon,3,48,5,1,0,42.9
13,0,Mon,2,58,7,1,0,55.8
12,5,Sat,15,8,1,1,1,54.2
19,3,Thu,11,3,2,1,0,41.1
22,2,Wed,7,6,7,0,0,26.4
14,2,Wed,23,22,7,1,0,60.0
20,0,Mon,16,1,4,1,0,50.9
17,6,Sun,6,48,1,0,1,39.8
20,4,Fri,10,23,6,1,0,51.8
13,6,Sun,17,39,4,1,1,60.0
10,1,Tue,0,54,1,0,0,22.8
20,4,Fri,2,30,5,1,0,27.6
16,4,Fri,3,46,6,0,0,33.6
17,5,Sat,12,30,6,0,1,46.5
12,0,Mon,5,46,4,1,0,40.4
15,6,Sun,13,39,5,0,1,53.1
11,6,Sun,4,47,4,0,1,35.2
16,0,Mon,15,50,3,0,0,53.4
17,6,Sun,14,42,1,0,1,52.4
15,0,Mon,14,33,3,0,0,46.2
15,5,Sat,3,54,1,0,1,32.0
14,3,Thu,7,23,2,1,0,38.5
17,4,Fri,15,48,7,0,0,55.7
10,5,Sat,15,59,6,0,1,60.0
19,2,Wed,3,25,4,1,0,30.5
13,1,Tue,12,15,2,1,0,45.8
13,3,Thu,12,56,2,1,0,60.0
12,2,Wed,1,46,6,1,0,34.3
12,4,Fri,2,12,6,1,0,26.9
13,6,Sun,21,14,1,1,1,60.0
20,0,Mon,7,26,3,1,0,42.2
10,4,Fri,23,3,5,0,0,53.5
20,5,Sat,14,15,1,1,1,60.0
22,1,Tue,10,29,5,0,0,37.8
20,5,Sat,8,43,2,1,1,56.4
11,3,Thu,6,29,5,0,0,30.6
18,3,Thu,12,35,3,0,0,42.1
19,1,Tue,1,2,1,1,0,7.1
11,2,Wed,7,21,6,0,0,29.7
14,2,Wed,6,48,3,1,0,45.4
18,3,Thu,23,21,7,0,0,60.0
18,3,Thu,11,49,3,0,0,44.2
17,6,Sun,18,56,7,0,1,60.0
10,0,Mon,6,49,1,0,0,26.7
10,6,Sun,9,54,6,0,1,49.6
18,6,Sun,24,59,3,0,1,60.0
22,2,Wed,15,48,7,0,0,53.8
20,1,Tue,2,11,6,1,0,26.8
17,2,Wed,9,54,4,0,0,41.3
19,0,Mon,5,20,4,1,0,39.0
18,5,Sat,17,55,4,0,1,60.0
16,3,Thu,17,3,5,0,0,43.1
12,3,Thu,4,30,3,1,0,37.0
12,0,Mon,20,43,1,1,0,60.0
11,6,Sun,6,30,1,0,1,33.1
14,1,Tue,1,57,5,1,0,44.5
21,3,Thu,10,22,1,1,0,41.4
21,4,Fri,12,53,7,1,0,60.0
12,6,Sun,22,52,4,1,1,60.0
15,3,Thu,4,19,3,0,0,20.8
11,4,Fri,5,14,1,0,0,17.8
21,0,Mon,23,22,1,1,0,60.0
12,0,Mon,13,27,2,1,0,53.7
14,6,Sun,11,15,2,1,1,49.8
21,3,Thu,3,36,2,1,0,29.7
20,2,Wed,22,20,3,1,0,60.0
20,4,Fri,5,14,4,1,0,32.1
10,1,Tue,9,16,6,0,0,31.6
22,3,Thu,17,49,4,0,0,55.3
10,1,Tue,14,36,4,0,0,49.6
19,3,Thu,7,12,3,1,0,33.6
18,2,Wed,8,18,7,0,0,34.6
16,2,Wed,4,29,7,0,0,31.7
10,6,Sun,9,44,3,0,1,41.1
21,6,Sun,19,17,2,1,1,60.0
17,2,Wed,5,13,1,0,0,21.2
12,5,Sat,15,35,5,1,1,60.0
17,2,Wed,23,35,5,0,0,60.0
14,0,Mon,2,19,6,1,0,28.0
10,0,Mon,9,51,1,0,0,36.8
16,5,Sat,10,18,6,0,1,41.4
14,4,Fri,10,44,2,1,0,55.8
15,1,Tue,16,43,6,0,0,54.3
15,3,Thu,3,6,1,0,0,13.6
17,3,Thu,3,56,1,0,0,33.4
18,5,Sat,16,43,5,0,1,60.0
11,0,Mon,8,52,7,0,0,39.4
18,6,Sun,18,3,2,0,1,47.8
21,3,Thu,4,58,3,1,0,53.3
20,0,Mon,21,33,6,1,0,60.0
19,4,Fri,23,1,5,1,0,60.0
18,1,Tue,5,4,6,0,0,21.5
22,4,Fri,2,54,6,0,0,31.5
19,5,Sat,21,9,3,1,1,60.0
19,2,Wed,0,31,2,1,0,23.1
16,2,Wed,19,41,1,0,0,53.7
10,2,Wed,21,40,4,0,0,60.0
16,4,Fri,15,12,6,0,0,44.3
19,3,Thu,22,38,4,1,0,60.0
14,1,Tue,10,4,2,1,0,41.9
15,2,Wed,12,57,4,0,0,50.3
19,5,Sat,9,9,6,1,1,49.8
16,5,Sat,2,9,3,0,1,22.6
14,2,Wed,8,37,4,1,0,51.2
16,2,Wed,11,26,2,0,0,34.6
18,1,Tue,22,59,2,0,0,60.0
12,2,Wed,13,50,7,1,0,60.0
17,1,Tue,0,20,7,0,0,22.8
11,5,Sat,17,7,3,0,1,53.7
20,2,Wed,16,0,4,1,0,54.3
16,4,Fri,8,27,4,0,0,28.8
22,6,Sun,8,48,7,0,1,48.0
11,4,Fri,22,38,1,0,0,54.0
13,5,Sat,9,13,5,1,1,46.7
16,1,Tue,18,20,2,0,0,49.9
12,4,Fri,14,29,1,1,0,60.0
11,1,Tue,4,20,2,0,0,18.4
20,4,Fri,14,48,1,1,0,60.0
19,4,Fri,19,8,7,1,0,60.0
16,1,Tue,22,16,7,0,0,57.8
10,3,Thu,24,4,5,0,0,58.7
17,4,Fri,1,57,1,0,0,27.3
12,2,Wed,12,56,2,1,0,60.0
21,6,Sun,23,30,4,1,1,60.0
21,5,Sat,15,51,2,1,1,60.0
22,3,Thu,14,39,6,0,0,50.4
11,1,Tue,24,37,7,0,0,60.0
12,3,Thu,9,42,3,1,0,52.0
14,0,Mon,13,18,3,1,0,53.3
20,0,Mon,9,35,7,1,0,56.9
17,4,Fri,24,49,6,0,0,60.0
19,4,Fri,13,32,3,1,0,56.1
16,2,Wed,22,12,7,0,0,54.6
16,6,Sun,8,13,3,0,1,30.0
21,5,Sat,24,55,7,1,1,60.0
16,3,Thu,13,32,5,0,0,43.3
17,0,Mon,2,28,4,0,0,20.6
10,4,Fri,19,42,4,0,0,55.2
13,5,Sat,15,48,2,1,1,60.0
22,3,Thu,1,35,6,0,0,27.3
15,4,Fri,9,57,7,0,0,46.7
18,4,Fri,2,43,1,0,0,22.5
22,0,Mon,10,9,2,0,0,26.2
11,0,Mon,10,30,2,0,0,34.0
10,4,Fri,20,5,7,0,0,53.3
22,1,Tue,20,56,7,0,0,60.0
19,4,Fri,21,0,2,1,0,60.0
21,5,Sat,12,6,2,1,1,54.9
11,4,Fri,6,57,4,0,0,38.6
16,2,Wed,22,26,1,0,0,54.4
12,6,Sun,16,20,2,1,1,60.0
19,2,Wed,1,27,4,1,0,26.4
11,2,Wed,11,15,2,0,0,31.9
20,1,Tue,24,55,3,1,0,60.0
16,1,Tue,9,45,2,0,0,38.4
22,4,Fri,17,22,7,0,0,50.8
22,2,Wed,21,51,6,0,0,60.0
11,1,Tue,10,19,6,0,0,33.5
12,0,Mon,15,37,2,1,0,60.0
20,4,Fri,16,53,5,1,0,60.0
16,5,Sat,18,24,3,0,1,57.8
13,6,Sun,17,27,1,1,1,60.0
22,3,Thu,2,4,2,0,0,14.2
10,4,Fri,20,55,1,0,0,60.0
22,3,Thu,15,20,3,0,0,43.3
14,2,Wed,5,17,2,1,0,30.6
21,6,Sun,24,46,5,1,1,60.0
18,3,Thu,11,5,4,0,0,31.0
17,2,Wed,10,56,5,0,0,46.7
21,0,Mon,14,28,7,1,0,60.0
18,3,Thu,14,18,5,0,0,43.3
19,6,Sun,15,32,4,1,1,60.0
18,4,Fri,9,0,7,0,0,30.6
16,2,Wed,11,44,4,0,0,42.2
13,4,Fri,12,2,6,1,0,47.7
14,6,Sun,3,41,4,1,1,48.6
10,1,Tue,6,20,2,0,0,23.7
10,2,Wed,21,34,1,0,0,55.9
12,3,Thu,1,40,6,1,0,35.9
22,2,Wed,14,39,6,0,0,52.5
17,4,Fri,7,2,1,0,0,22.8
11,0,Mon,6,24,6,0,0,29.5
13,2,Wed,14,44,4,1,0,60.0
11,3,Thu,22,37,5,0,0,60.0
14,1,Tue,13,44,3,1,0,60.0
18,5,Sat,7,54,4,0,1,44.0
10,0,Mon,11,19,7,0,0,36.7
14,1,Tue,12,51,7,1,0,60.0
18,2,Wed,10,43,5,0,0,44.1
10,4,Fri,16,44,5,0,0,55.1
18,6,Sun,16,33,6,0,1,60.0
17,4,Fri,23,20,2,0,0,58.6
13,3,Thu,3,55,2,1,0,41.0
21,4,Fri,20,54,6,1,0,60.0
20,0,Mon,7,47,6,1,0,50.6
19,4,Fri,4,22,1,1,0,27.4
14,3,Thu,15,5,1,1,0,48.1
22,5,Sat,3,50,3,0,1,34.6
14,2,Wed,21,52,3,1,0,60.0
20,6,Sun,14,12,3,1,1,60.0
21,2,Wed,11,48,3,1,0,60.0
15,4,Fri,4,22,5,0,0,23.3
16,1,Tue,22,8,5,0,0,50.7
17,2,Wed,15,16,1,0,0,36.5
17,5,Sat,13,1,2,0,1,38.5
20,4,Fri,9,18,6,1,0,45.6
22,6,Sun,6,18,7,0,1,35.2
11,3,Thu,12,55,2,0,0,43.4
18,5,Sat,19,6,4,0,1,59.7
16,4,Fri,4,53,5,0,0,34.2
13,5,Sat,2,41,3,1,1,45.0
13,2,Wed,14,41,3,1,0,60.0
20,6,Sun,3,58,4,1,1,54.6
17,3,Thu,14,19,2,0,0,38.1
13,4,Fri,13,8,3,1,0,46.1
22,0,Mon,19,16,2,0,0,45.5
15,3,Thu,18,26,6,0,0,50.4
14,0,Mon,12,46,4,1,0,60.0
12,5,Sat,9,1,7,1,1,57.2
22,1,Tue,20,35,2,0,0,54.5
19,3,Thu,4,18,6,1,0,38.8
20,5,Sat,22,16,2,1,1,60.0
11,0,Mon,19,4,2,0,0,40.3
18,2,Wed,19,38,3,0,0,52.2
19,2,Wed,24,17,1,1,0,60.0
18,1,Tue,5,52,5,0,0,35.7
10,3,Thu,3,53,2,0,0,28.4
19,3,Thu,1,58,2,1,0,35.1
12,3,Thu,21,6,2,1,0,60.0
17,5,Sat,15,16,1,0,1,46.0
15,6,Sun,17,38,6,0,1,60.0
14,6,Sun,4,35,7,1,1,57.2
14,1,Tue,21,39,7,1,0,60.0
15,3,Thu,3,44,4,0,0,30.8
16,5,Sat,12,3,3,0,1,37.5
10,2,Wed,18,37,1,0,0,46.6
18,0,Mon,22,24,6,0,0,60.0
12,5,Sat,1,4,2,1,1,25.1
13,6,Sun,12,29,6,1,1,60.0
19,6,Sun,10,11,1,1,1,46.5
10,2,Wed,21,3,1,0,0,44.4
22,2,Wed,3,23,1,0,0,17.6
20,0,Mon,21,28,4,1,0,60.0
19,2,Wed,19,8,5,1,0,60.0
12,1,Tue,19,3,3,1,0,60.0
11,0,Mon,14,50,4,0,0,50.1
11,2,Wed,3,23,4,0,0,21.3
10,4,Fri,8,13,5,0,0,28.1
17,5,Sat,6,4,4,0,1,24.4
12,2,Wed,18,17,1,1,0,60.0
12,1,Tue,18,41,1,1,0,60.0
15,3,Thu,5,56,6,0,0,36.4
22,2,Wed,5,18,2,0,0,24.4
17,6,Sun,19,11,4,0,1,54.5
22,6,Sun,14,17,2,0,1,47.3
18,6,Sun,14,16,3,0,1,41.4
18,3,Thu,24,29,7,0,0,60.0
13,6,Sun,19,23,1,1,1,60.0
14,4,Fri,8,10,6,1,0,39.0
11,2,Wed,3,34,3,0,0,25.6
20,6,Sun,17,22,6,1,1,60.0
18,0,Mon,17,16,7,0,0,50.6
17,3,Thu,4,0,7,0,0,18.0
12,4,Fri,19,14,5,1,0,60.0
20,0,Mon,22,31,1,1,0,60.0
21,0,Mon,10,59,3,1,0,58.9
22,0,Mon,4,8,5,0,0,21.8
18,0,Mon,21,14,7,0,0,57.3
12,2,Wed,3,27,3,1,0,30.0
18,6,Sun,11,23,6,0,1,50.3
11,5,Sat,1,59,5,0,1,34.7
21,2,Wed,12,34,5,1,0,60.0
19,2,Wed,9,21,1,1,0,41.8
18,4,Fri,8,26,2,0,0,27.2
17,4,Fri,9,18,6,0,0,37.8
18,6,Sun,6,44,6,0,1,42.4
14,5,Sat,3,11,5,1,1,37.1
20,4,Fri,18,19,5,1,0,60.0
20,6,Sun,9,0,1,1,1,38.9
11,6,Sun,2,20,2,0,1,22.6
17,1,Tue,24,48,6,0,0,60.0
21,5,Sat,20,44,7,1,1,60.0
15,4,Fri,18,0,4,0,0,43.3
17,5,Sat,20,9,4,0,1,59.3
20,2,Wed,1,46,2,1,0,32.8
14,2,Wed,19,58,3,1,0,60.0
19,5,Sat,9,58,1,1,1,60.0
11,1,Tue,1,31,2,0,0,22.4
15,1,Tue,1,38,4,0,0,22.4
14,5,Sat,23,59,5,1,1,60.0
21,4,Fri,16,21,4,1,0,60.0
22,3,Thu,15,17,5,0,0,41.3
21,1,Tue,15,47,1,1,0,60.0
14,0,Mon,13,45,5,1,0,60.0
22,2,Wed,6,31,2,0,0,28.6
10,5,Sat,20,26,5,0,1,60.0
11,0,Mon,10,27,3,0,0,37.5
17,5,Sat,23,17,2,0,1,60.0
22,6,Sun,0,58,1,0,1,30.3
22,2,Wed,10,38,2,0,0,34.7
12,2,Wed,22,48,3,1,0,60.0
19,1,Tue,20,28,1,1,0,60.0
12,1,Tue,3,17,4,1,0,30.3
17,0,Mon,6,43,3,0,0,28.9
17,6,Sun,14,7,1,0,1,41.7
11,5,Sat,17,53,7,0,1,60.0
17,6,Sun,11,30,5,0,1,47.1
20,2,Wed,16,33,2,1,0,59.8
22,0,Mon,0,6,1,0,0,9.3
22,3,Thu,10,35,2,0,0,36.0
10,0,Mon,0,17,5,0,0,14.6
15,4,Fri,14,59,1,0,0,52.0
17,0,Mon,20,37,4,0,0,55.1
12,6,Sun,9,58,7,1,1,60.0
17,4,Fri,6,8,7,0,0,27.6
21,4,Fri,1,58,3,1,0,34.0
10,4,Fri,9,8,1,0,0,23.1
20,3,Thu,23,45,5,1,0,60.0
20,0,Mon,3,7,1,1,0,15.2
18,6,Sun,11,50,2,0,1,49.5
22,0,Mon,18,34,6,0,0,52.0
20,3,Thu,10,17,1,1,0,41.5
22,2,Wed,7,4,7,0,0,24.7
18,1,Tue,17,13,7,0,0,48.0
14,6,Sun,10,27,7,1,1,60.0
19,6,Sun,10,29,4,1,1,60.0
13,0,Mon,12,3,1,1,0,40.0
20,1,Tue,2,38,3,1,0,30.3
15,5,Sat,11,19,1,0,1,38.4
21,5,Sat,2,24,6,1,1,36.3
16,3,Thu,9,27,7,0,0,38.1
14,5,Sat,16,11,2,1,1,60.0
20,6,Sun,21,1,7,1,1,60.0
